residual_sugar,chlorides,total_sulfur_dioxide,density,pH,sulphates,alcohol,rating,wine_color
2.1,0.034,177.0,0.99085,3.25,0.4,11.9,8,white
5.8,0.040999999999999995,155.0,0.9945,3.52,0.46,10.5,6,white
1.0,0.035,86.0,0.98993,3.5,0.42,11.7,5,white
13.7,0.035,134.0,0.99567,3.17,0.38,10.6,6,white
13.1,0.05,180.0,0.99884,3.05,0.53,9.1,6,white
7.5,0.049,243.0,0.9957,3.12,0.47,9.0,5,white
9.4,0.047,147.0,0.9982,3.46,0.72,10.0,5,white
6.4,0.040999999999999995,113.0,0.9935799999999999,2.96,0.59,10.2,5,white
1.0,0.043,92.0,0.9900399999999999,3.17,0.36,11.5,6,white
7.8,0.031,116.0,0.99241,3.39,0.4,11.3,6,white
12.7,0.049,183.0,0.9987,3.41,0.4,9.8,5,white
7.5,0.05,191.0,0.9959,3.17,0.49,9.0,5,white
2.3,0.05,145.0,0.9920700000000001,3.24,0.46,10.3,5,white
7.8,0.039,208.0,0.9976,3.31,0.51,9.5,6,white
2.0,0.043,154.0,0.99226,3.21,0.39,10.2,6,white
1.4,0.043,109.0,0.9932,3.11,0.75,10.3,6,white
8.0,0.05,213.0,0.9959600000000001,3.28,0.57,10.4,6,white
6.9,0.036000000000000004,150.0,0.9929899999999999,3.36,0.44,10.8,7,white
4.1,0.033,138.0,0.9912,3.18,0.44,12.8,7,white
14.5,0.045,193.0,0.9986,3.1,0.5,9.2,6,white
1.5,0.049,141.0,0.9934,3.43,0.85,10.2,7,white
1.2,0.048,97.0,0.9919,3.14,0.45,10.4,5,white
8.7,0.06,102.0,0.9940000000000001,3.27,0.31,10.4,5,white
1.4,0.042,99.0,0.9891200000000001,3.23,0.37,12.2,6,white
1.35,0.052000000000000005,48.0,0.9911,3.15,0.28,11.4,5,white
4.5,0.039,116.0,0.9907,3.42,0.9,13.7,7,white
1.9,0.05,93.0,0.9934,3.38,0.62,9.9,5,white
3.3,0.054000000000000006,147.0,0.99482,3.42,0.52,9.1,5,white
1.2,0.03,80.0,0.99192,3.05,0.68,10.5,5,white
2.2,0.036000000000000004,100.0,0.9893799999999999,3.06,0.44,11.8,6,white
1.7,0.031,109.0,0.9906,3.07,0.46,12.5,6,white
9.5,0.03,136.0,0.99367,3.1,0.44,12.1,6,white
8.2,0.047,207.0,0.9966,3.33,0.46,9.5,6,white
1.4,0.044000000000000004,68.0,0.9901399999999999,3.15,0.5,11.7,7,white
19.8,0.066,195.0,1.0,2.96,0.44,9.1,5,white
16.2,0.043,103.0,0.9987,3.06,0.36,9.2,6,white
4.6,0.032,135.0,0.9927,3.2,0.39,10.6,5,white
4.8,0.054000000000000006,97.0,0.99424,3.16,0.5,9.3,5,white
0.7,0.039,89.0,0.9919,3.22,0.43,9.2,6,white
1.2,0.045,126.0,0.99234,3.09,0.87,10.9,6,white
6.3,0.061,149.0,0.9953,3.16,0.47,9.6,6,white
20.4,0.040999999999999995,144.0,1.0002,3.14,0.38,8.7,5,white
7.3,0.035,117.0,0.99172,3.2,0.39,11.94,7,white
10.8,0.042,130.0,0.996,3.08,0.4,10.1,6,white
1.8,0.045,142.0,0.9914,2.99,0.45,10.8,6,white
13.6,0.05,178.0,0.9988,3.37,0.43,9.7,5,white
1.2,0.051,89.0,0.9936,3.06,0.46,9.1,5,white
14.4,0.055,205.0,0.9986,3.12,0.38,9.0,7,white
6.4,0.045,115.0,0.9963,3.27,0.57,9.0,4,white
13.1,0.038,241.0,0.9979,3.23,0.57,9.0,5,white
2.9,0.03,94.0,0.9902,3.1,0.49,12.1,7,white
4.6,0.054000000000000006,130.0,0.99193,3.2,0.46,12.0,7,white
8.6,0.048,198.0,0.9955,3.25,0.41,10.2,5,white
8.3,0.034,81.0,0.99151,2.96,0.39,12.5,6,white
15.0,0.053,184.0,1.0008,3.28,0.79,8.8,6,white
2.3,0.049,178.0,0.9931,3.17,0.64,10.6,6,white
1.4,0.039,128.0,0.9921200000000001,2.97,0.68,10.4,5,white
17.6,0.045,125.0,0.99966,3.2,0.47,8.8,6,white
11.0,0.047,133.0,0.9978,2.99,0.38,8.8,5,white
6.7,0.028999999999999998,162.0,0.99497,3.08,0.5,10.6,6,white
1.1,0.044000000000000004,96.0,0.9932,3.54,0.51,10.3,6,white
7.8,0.046,171.0,0.9953700000000001,3.12,0.51,9.6,5,white
3.5,0.068,101.0,0.9934,3.03,0.38,9.0,6,white
4.8,0.034,100.0,0.99026,3.08,0.47,12.4,7,white
6.3,0.057,103.0,0.9957,3.5,0.44,9.6,5,white
1.4,0.036000000000000004,109.0,0.99119,3.31,0.62,11.6,6,white
12.9,0.044000000000000004,215.0,0.9967,3.17,0.43,10.0,6,white
7.7,0.045,169.0,0.9957,3.11,0.37,8.7,6,white
8.2,0.054000000000000006,182.0,0.9953799999999999,3.12,0.5,9.5,5,white
2.0,0.068,138.0,0.99382,3.11,0.62,9.8,5,white
6.8,0.055999999999999994,105.0,0.9954,3.44,0.4,9.6,6,white
11.0,0.05,245.0,0.9972,3.19,0.57,9.3,4,white
5.2,0.046,133.0,0.9920200000000001,2.97,0.68,11.0,6,white
1.1,0.042,156.0,0.9917,3.13,0.55,11.3,5,white
3.85,0.042,179.0,0.9918899999999999,3.04,0.59,11.3,8,white
10.2,0.027999999999999997,131.0,0.9954,3.49,0.42,10.8,7,white
0.9,0.043,99.0,0.99226,3.14,0.47,9.8,4,white
5.25,0.038,145.0,0.9918399999999999,3.22,0.4,11.2,6,white
14.1,0.053,145.0,1.0006,3.28,0.75,8.8,8,white
12.1,0.049,122.0,0.9973,3.01,0.44,9.0,5,white
1.2,0.122,129.0,0.9936,3.09,0.31,8.7,6,white
6.7,0.057999999999999996,166.0,0.995,3.2,0.41,9.9,6,white
2.7,0.043,93.0,0.9932,3.34,0.38,9.2,5,white
1.1,0.04,107.0,0.9923,2.94,0.32,10.2,7,white
8.3,0.053,100.0,0.9959,3.19,0.5,10.9,5,white
2.1,0.049,153.0,0.9953,3.09,0.5,9.6,6,white
7.8,0.046,192.0,0.9955,3.1,0.37,9.0,5,white
19.3,0.057,247.0,1.00055,3.0,0.56,8.7,5,white
2.2,0.027000000000000003,92.0,0.99,3.12,0.48,12.4,6,white
7.2,0.027999999999999997,83.0,0.993,3.13,0.55,10.9,8,white
1.2,0.17600000000000002,106.0,0.9928799999999999,2.96,0.43,9.2,6,white
16.5,0.04,171.0,0.9990000000000001,3.16,0.59,9.1,6,white
12.4,0.065,119.0,0.9974,3.16,0.39,9.4,5,white
15.7,0.055999999999999994,159.0,0.9982700000000001,3.11,0.48,9.0,5,white
7.7,0.053,132.0,0.9948899999999999,3.06,0.5,9.4,6,white
12.3,0.049,144.0,0.9971,3.09,0.57,10.2,7,white
7.7,0.054000000000000006,209.0,0.9961,3.17,0.45,8.8,5,white
1.6,0.054000000000000006,148.0,0.9917799999999999,3.18,0.47,10.7,5,white
1.4,0.016,55.0,0.9887600000000001,3.16,0.4,13.4,5,white
1.5,0.036000000000000004,165.0,0.9916200000000001,3.18,0.45,11.3,6,white
1.2,0.06,108.0,0.9934,3.26,0.54,9.2,5,white
1.6,0.028999999999999998,116.0,0.98954,3.21,0.68,12.5,6,white
11.9,0.039,140.0,0.9959,3.02,0.31,10.3,6,white
11.8,0.051,126.0,0.9975,3.23,0.48,9.1,5,white
15.6,0.049,210.0,0.9990700000000001,3.06,0.68,9.5,5,white
16.05,0.045,147.0,0.9982200000000001,3.08,0.52,9.2,5,white
5.7,0.015,73.0,0.9896299999999999,2.82,0.59,13.2,6,white
8.1,0.046,170.0,0.9949399999999999,3.15,0.5,9.53333333333333,6,white
1.2,0.039,99.0,0.99198,3.01,0.62,10.8,5,white
16.3,0.051,197.0,1.0004,3.49,0.42,9.8,5,white
1.5,0.036000000000000004,105.0,0.991,3.32,0.42,11.2,6,white
13.9,0.043,171.0,0.9987299999999999,2.99,0.8,9.3,5,white
2.3,0.051,147.0,0.9940000000000001,3.23,0.67,10.3,6,white
12.5,0.055,134.0,0.9975799999999999,3.3,0.51,9.0,5,white
1.7,0.033,134.0,0.9903,3.19,0.81,11.9,7,white
8.3,0.083,182.0,0.9964,3.0,0.35,9.2,5,white
15.0,0.055,120.0,0.9976700000000001,3.19,0.53,9.6,6,white
8.6,0.055999999999999994,111.0,0.9956,2.95,0.52,9.5,5,white
5.8,0.057,313.0,0.9946,3.18,0.59,10.5,5,white
10.2,0.040999999999999995,160.0,0.9977,3.06,0.45,8.6,5,white
18.1,0.069,158.0,0.99908,3.15,0.5,8.8,6,white
1.8,0.038,152.0,0.9912,3.32,0.44,12.6,7,white
1.9,0.036000000000000004,119.0,0.9913,3.01,0.7,12.8,6,white
14.7,0.047,198.0,0.9977,3.23,0.46,9.5,5,white
1.3,0.044000000000000004,128.0,0.9936200000000001,3.77,0.6,10.6,5,white
1.3,0.036000000000000004,168.0,0.9921200000000001,3.47,0.46,10.4666666666667,5,white
2.6,0.033,69.0,0.9909,3.12,0.59,10.8,6,white
1.8,0.042,127.0,0.9937,3.45,0.5,10.2,7,white
3.6,0.034,45.0,0.99144,3.08,0.4,10.5,6,white
13.1,0.055999999999999994,163.0,1.0,3.42,0.35,9.1,6,white
1.4,0.036000000000000004,113.0,0.9912,3.16,0.48,10.8,7,white
15.4,0.053,141.0,0.9981,3.11,0.49,9.3,5,white
2.5,0.071,128.0,0.9924,3.14,0.51,9.6,6,white
6.4,0.035,103.0,0.9914799999999999,2.91,0.23,12.2,6,white
2.0,0.028999999999999998,87.0,0.9903,3.3,0.59,12.6,7,white
9.6,0.057,185.0,0.9978,3.39,0.38,9.6,6,white
4.2,0.038,95.0,0.98898,2.97,0.7,13.1,6,white
7.7,0.046,119.0,0.99224,3.04,0.38,11.0,6,white
10.1,0.05,105.0,0.9962,3.13,0.35,9.5,5,white
8.3,0.062,166.0,0.9950600000000001,3.16,0.72,10.6,5,white
1.2,0.024,97.0,0.9882299999999999,3.2,0.46,13.05,7,white
1.2,0.040999999999999995,136.0,0.99225,3.15,0.46,10.2,5,white
2.8,0.036000000000000004,167.0,0.9956,2.97,0.39,9.2,5,white
7.6,0.038,203.0,0.9958,3.45,0.54,9.7,7,white
2.1,0.047,147.0,0.9886,3.24,0.56,13.4,6,white
6.75,0.031,98.0,0.9913,3.15,0.8,12.9,7,white
11.8,0.045,155.0,0.9974,3.11,0.45,8.7,5,white
18.05,0.05,144.0,0.9999,3.22,0.42,8.8,5,white
14.2,0.055999999999999994,212.5,0.9990000000000001,3.14,0.46,8.9,8,white
1.7,0.024,102.0,0.9908399999999999,3.29,0.6,11.8,6,white
1.2,0.052000000000000005,181.0,0.9935200000000001,3.3,0.42,9.4,7,white
6.8,0.049,93.0,0.9928,3.15,0.42,11.0,6,white
8.6,0.055999999999999994,111.0,0.9956,2.95,0.52,9.5,5,white
1.1,0.031,94.0,0.9898600000000001,3.01,0.56,11.7,6,white
2.8,0.038,164.0,0.9912,3.09,0.53,12.0,6,white
1.3,0.06,154.0,0.99354,3.14,0.51,8.7,5,white
9.65,0.025,121.0,0.9925,3.28,0.38,11.3,6,white
1.2,0.045,162.0,0.9914,3.07,0.47,11.0,6,white
10.65,0.053,145.0,0.9972,3.17,0.48,10.2,6,white
1.3,0.047,104.0,0.9917,3.33,0.51,10.6,6,white
6.7,0.185,151.0,0.9952799999999999,3.17,0.42,9.3,5,white
4.9,0.057999999999999996,131.0,0.9946,3.51,0.45,10.3,6,white
1.5,0.054000000000000006,105.0,0.99154,3.17,0.48,11.1,6,white
8.2,0.044000000000000004,181.0,0.998,2.87,0.68,9.5,6,white
2.8,0.036000000000000004,113.0,0.9926,3.03,0.29,10.2,5,white
1.4,0.051,96.0,0.9940000000000001,3.22,0.38,9.5,4,white
8.0,0.049,206.0,0.9958600000000001,3.16,0.47,9.1,6,white
2.4,0.022000000000000002,97.0,0.98915,3.22,0.38,12.8,7,white
0.9,0.037000000000000005,156.0,0.9896799999999999,3.08,0.36,12.1,6,white
1.4,0.040999999999999995,159.0,0.9919600000000001,3.25,0.53,11.2,6,white
5.8,0.040999999999999995,119.0,0.9929600000000001,3.17,0.55,11.2,6,white
5.0,0.045,122.0,0.99261,2.94,0.63,10.0,6,white
1.5,0.045,133.0,0.9910399999999999,3.25,0.48,11.7,5,white
2.8,0.025,107.0,0.99159,3.31,0.63,11.3,7,white
1.6,0.027000000000000003,89.0,0.9893,3.51,0.38,12.5,7,white
1.4,0.037000000000000005,160.0,0.99167,2.95,0.45,10.6,6,white
7.4,0.045,143.0,0.99226,3.06,0.55,12.2,6,white
2.4,0.049,166.0,0.992,3.25,0.43,10.4,6,white
9.0,0.047,132.0,0.997,3.25,0.53,10.2,6,white
12.8,0.062,171.0,0.99808,3.0,0.52,9.0,7,white
1.5,0.047,132.0,0.9933,3.26,0.44,10.5,5,white
1.7,0.06,110.0,0.9963,3.72,0.69,10.5,6,white
1.5,0.026000000000000002,115.0,0.9906,3.48,0.39,10.8,7,white
1.4,0.174,99.0,0.9928799999999999,2.92,0.5,9.3,5,white
17.8,0.046,145.0,0.9998,3.32,0.39,8.7,5,white
4.8,0.038,121.0,0.99198,3.36,0.71,12.6,6,white
15.6,0.049,210.0,0.9990700000000001,3.06,0.68,9.5,5,white
1.2,0.044000000000000004,143.0,0.9918,3.2,0.48,11.3,7,white
7.7,0.048,186.0,0.9962,3.23,0.47,9.0,5,white
1.5,0.038,144.0,0.9929600000000001,3.2,0.55,10.8,5,white
1.6,0.057,128.0,0.9924,3.24,0.48,10.1,5,white
2.8,0.038,114.0,0.99155,3.37,0.66,11.7,7,white
5.35,0.028999999999999998,106.0,0.9911200000000001,2.93,0.43,11.5,7,white
5.0,0.055999999999999994,122.0,0.9945,3.47,0.42,10.5,6,white
5.7,0.047,146.0,0.9934,3.18,0.55,9.9,6,white
1.8,0.046,114.0,0.9925,3.32,0.9,11.7,6,white
1.5,0.042,87.0,0.98972,3.11,0.46,12.2,7,white
1.4,0.055999999999999994,171.0,0.9946,3.13,0.47,9.7,5,white
1.5,0.053,98.0,0.99069,3.15,0.5,11.4,5,white
13.0,0.052000000000000005,143.0,0.99825,3.37,0.49,9.4,6,white
10.3,0.039,98.0,0.99564,3.19,0.38,9.8,8,white
11.5,0.033,165.0,0.9974,3.22,0.32,9.0,5,white
5.7,0.035,97.0,0.9927,3.27,0.41,11.0,7,white
11.2,0.061,149.0,0.99772,2.99,0.59,9.3,6,white
10.9,0.038,84.0,0.9943200000000001,3.11,0.34,10.9,6,white
16.3,0.038,133.0,0.99924,3.26,0.41,8.8,5,white
4.4,0.184,168.0,0.9939600000000001,2.93,0.45,9.4,6,white
16.7,0.045,200.0,0.9990000000000001,3.08,0.49,9.5,6,white
11.2,0.057999999999999996,215.0,0.99656,3.19,0.6,9.4,6,white
15.5,0.05,135.0,0.9984,2.9,0.43,8.7,7,white
2.3,0.034,145.0,0.9951,3.06,0.52,11.0,6,white
1.3,0.055,153.0,0.9945,3.29,0.8,9.6,6,white
1.2,0.064,120.0,0.9934,3.22,0.54,9.1,5,white
1.2,0.046,175.0,0.9934,3.37,0.54,9.4,6,white
10.9,0.045,133.0,0.9978,3.0,0.36,8.7,5,white
13.0,0.033,158.0,0.9955,3.14,0.35,11.3,6,white
6.4,0.067,212.0,0.9958,3.3,0.33,9.6,6,white
1.4,0.040999999999999995,102.0,0.9929,3.26,0.53,10.4,6,white
3.6,0.03,92.0,0.99026,3.22,0.62,12.6,8,white
3.1,0.052000000000000005,104.0,0.9948,3.14,0.42,8.7,5,white
9.2,0.061,214.0,0.9976,3.31,0.56,9.4,5,white
6.1,0.042,184.0,0.99566,3.2,0.5,9.4,6,white
12.0,0.046,246.0,0.9976,3.15,0.38,9.0,6,white
1.6,0.036000000000000004,119.0,0.9939600000000001,3.18,0.52,10.1,6,white
2.3,0.043,181.0,0.9939399999999999,3.45,0.63,10.6,6,white
12.6,0.052000000000000005,158.0,0.9968799999999999,3.26,0.7,10.3,7,white
13.0,0.033,158.0,0.9955,3.14,0.35,11.3,6,white
7.3,0.044000000000000004,244.0,0.9956,3.36,0.55,10.0,6,white
7.5,0.046,179.0,0.9958299999999999,3.2,0.49,9.3,5,white
1.9,0.07200000000000001,159.0,0.9949,3.37,0.7,10.9,6,white
1.6,0.024,93.0,0.99116,3.15,0.49,11.9,6,white
6.0,0.022000000000000002,125.0,0.9928,3.13,0.55,11.5,6,white
0.8,0.039,82.0,0.9927,3.23,0.32,9.5,5,white
5.7,0.11800000000000001,172.0,0.9946,3.24,0.43,9.5,6,white
0.8,0.037000000000000005,127.0,0.99198,3.24,0.51,9.3,5,white
1.1,0.033,57.0,0.9910899999999999,3.02,0.51,11.0,6,white
1.5,0.035,120.0,0.9928,3.26,0.4,10.6,7,white
1.5,0.03,101.0,0.9892299999999999,3.21,0.42,13.0,5,white
5.2,0.03,101.0,0.99172,3.22,0.62,12.3,7,white
18.1,0.046,133.0,1.0,3.27,0.48,8.8,5,white
5.3,0.037000000000000005,123.0,0.99321,3.14,0.52,10.9,6,white
12.9,0.045,161.0,0.99546,3.02,0.59,10.2,5,white
7.2,0.099,202.0,0.99582,3.21,0.43,9.2,5,white
7.5,0.03,117.0,0.99116,3.09,0.38,13.0,6,white
1.3,0.046,102.0,0.9923,3.24,0.33,10.5,6,white
19.1,0.045,208.0,1.00051,3.05,0.5,9.2,6,white
9.2,0.044000000000000004,150.0,0.9950200000000001,3.22,0.44,10.5,5,white
14.3,0.045,213.0,0.9991,3.18,0.63,9.2,5,white
1.5,0.055999999999999994,135.0,0.9924,3.2,0.43,10.2,6,white
7.4,0.052000000000000005,128.0,0.9938799999999999,3.16,0.37,10.0,6,white
16.05,0.04,142.0,0.9967799999999999,3.11,0.38,10.6,5,white
1.8,0.040999999999999995,109.0,0.9929,3.08,0.54,9.0,5,white
3.5,0.044000000000000004,63.0,0.9937,3.01,0.39,9.2,5,white
2.2,0.032,113.0,0.9903,3.37,0.42,12.9,9,white
2.1,0.035,100.0,0.9917,3.4,0.71,11.5,7,white
1.9,0.037000000000000005,120.0,0.9933,3.16,0.69,10.6,5,white
1.4,0.04,106.0,0.99026,3.16,0.66,12.0,5,white
1.3,0.046,142.0,0.9936,3.09,0.59,10.2,5,white
0.9,0.045,109.0,0.99249,2.95,0.39,10.1,5,white
6.3,0.036000000000000004,126.0,0.9924,3.16,0.39,12.0,7,white
3.0,0.036000000000000004,85.0,0.99125,3.28,0.4,11.5,4,white
8.5,0.042,141.0,0.99546,3.28,0.6,10.4,5,white
1.5,0.10800000000000001,151.0,0.9938,3.07,0.57,9.2,4,white
1.3,0.042,79.0,0.9937,3.31,0.38,9.4,4,white
6.4,0.046,166.0,0.9940000000000001,3.3,0.63,9.9,6,white
2.5,0.048,161.0,0.99146,3.05,0.56,11.1,6,white
7.8,0.052000000000000005,183.0,0.9965700000000001,3.39,0.65,9.5,5,white
13.3,0.045,243.0,0.9982,3.14,0.48,8.5,6,white
2.0,0.023,86.0,0.99,3.25,0.45,12.5,6,white
7.1,0.027000000000000003,122.0,0.99165,3.15,0.6,12.6,7,white
18.5,0.057,224.0,0.99956,3.11,0.53,9.1,5,white
3.5,0.054000000000000006,189.0,0.9948899999999999,3.42,0.58,10.4,5,white
3.5,0.057,108.0,0.9928,3.19,0.35,11.5,6,white
2.0,0.069,134.0,0.99382,3.11,0.62,9.8,5,white
0.9,0.037000000000000005,95.0,0.9914,3.25,0.43,10.9,6,white
1.4,0.037000000000000005,128.0,0.9896,3.12,0.36,12.2,7,white
14.45,0.07400000000000001,107.0,0.998,2.96,0.42,9.2,6,white
13.0,0.033,158.0,0.9955,3.14,0.35,11.3,6,white
12.2,0.048,125.0,0.9967,2.92,0.54,9.4,6,white
1.6,0.087,177.0,0.9943799999999999,3.09,0.5,9.8,5,white
1.5,0.055999999999999994,128.0,0.9936,3.12,0.45,8.8,5,white
12.8,0.053,229.0,0.9986,3.14,0.49,9.1,7,white
11.2,0.036000000000000004,161.0,0.9977,3.06,0.41,8.9,6,white
1.4,0.039,141.0,0.99206,3.12,0.44,10.1,5,white
12.8,0.040999999999999995,168.0,0.99659,3.1,0.56,9.8,5,white
1.6,0.042,61.0,0.9914299999999999,3.22,0.54,10.8,6,white
8.2,0.046,183.0,0.99584,3.2,0.51,9.4,5,white
5.4,0.03,118.0,0.9954,3.14,0.34,9.6,5,white
10.7,0.047,206.0,0.9968,3.08,0.6,9.4,5,white
14.35,0.043,162.0,0.9988,3.17,0.54,9.1,5,white
2.0,0.034,102.0,0.9895200000000001,3.16,0.56,12.3,6,white
1.7,0.049,122.0,0.993,3.47,0.48,10.5,8,white
1.8,0.04,187.0,0.9956,3.25,0.55,9.5,6,white
7.7,0.031,135.0,0.9938,3.19,0.37,10.5,5,white
17.5,0.039,153.0,0.9994,3.24,0.42,9.0,6,white
6.2,0.048,161.0,0.9928100000000001,3.22,0.6,11.0,6,white
1.5,0.033,95.0,0.9898600000000001,3.36,0.56,12.0,7,white
8.0,0.027999999999999997,122.0,0.99164,3.13,0.63,12.6,7,white
15.3,0.047,171.0,0.9987,3.09,0.51,9.1,5,white
8.6,0.048,206.0,0.9964,3.26,0.36,9.1,5,white
1.0,0.043,110.0,0.99118,3.04,0.65,10.8,6,white
1.4,0.05,152.0,0.9940000000000001,3.0,0.42,10.4,6,white
1.4,0.036000000000000004,83.0,0.9908799999999999,3.03,0.46,11.7,6,white
11.1,0.032,132.0,0.99313,2.95,0.39,13.0,6,white
9.0,0.051,259.0,0.9964,3.19,0.5,8.8,5,white
19.95,0.032,164.0,0.9974200000000001,3.29,0.5,12.0,6,white
1.4,0.046,185.0,0.9966,3.02,0.49,10.2,4,white
1.1,0.038,75.0,0.9934,3.03,0.43,9.2,5,white
14.6,0.063,201.0,0.998,3.0,0.45,9.2,5,white
14.3,0.063,191.0,0.9978,2.89,0.38,9.0,6,white
7.0,0.036000000000000004,161.0,0.9938,3.04,0.32,11.0,5,white
2.2,0.019,65.0,0.9902,3.06,0.52,11.2,6,white
11.8,0.040999999999999995,193.0,0.99624,3.04,0.49,10.0,6,white
4.75,0.034,134.0,0.99056,3.29,0.46,13.0,7,white
3.6,0.026000000000000002,138.0,0.9892,3.31,0.37,13.1,7,white
8.0,0.053,202.0,0.9961,3.22,0.43,9.3,5,white
17.5,0.042,114.0,0.99784,2.85,0.5,9.5,6,white
1.2,0.046,199.0,0.99413,3.03,0.38,9.3,5,white
4.9,0.035,109.0,0.9918,3.19,0.58,12.2,7,white
1.2,0.04,117.0,0.993,3.21,0.56,10.8,5,white
1.2,0.042,84.0,0.9927,3.22,0.45,10.1,4,white
11.75,0.03,118.0,0.9954,3.07,0.5,9.4,6,white
3.3,0.026000000000000002,99.0,0.9896,3.1,0.4,12.4,6,white
18.6,0.039,128.0,0.9985,3.37,0.57,10.2,6,white
1.0,0.022000000000000002,94.0,0.9912,3.23,0.57,11.1,6,white
1.6,0.05,137.0,0.9929,3.31,0.56,10.5,6,white
3.3,0.048,161.0,0.99256,3.16,0.5,10.5,6,white
12.8,0.055999999999999994,169.0,0.998,3.42,0.42,9.8,6,white
1.8,0.040999999999999995,188.0,0.9928,3.13,0.37,9.6,6,white
2.9,0.03,122.0,0.98926,3.13,0.4,13.0,6,white
1.2,0.036000000000000004,99.0,0.9916,3.18,0.6,10.5,6,white
1.7,0.048,177.0,0.9921200000000001,3.28,0.57,10.6,5,white
19.5,0.040999999999999995,148.0,0.9977,3.24,0.38,12.0,6,white
15.5,0.036000000000000004,134.0,0.99408,3.19,0.44,13.0,7,white
11.4,0.05,96.0,0.99754,3.21,0.49,10.0,6,white
12.5,0.049,106.0,0.9969100000000001,3.08,0.45,9.4,6,white
2.2,0.037000000000000005,141.0,0.993,3.2,0.57,10.0,7,white
1.8,0.042,108.0,0.9929,3.08,0.55,9.0,5,white
1.2,0.040999999999999995,99.0,0.9927,3.19,0.33,9.8,6,white
3.3,0.037000000000000005,140.0,0.9895,3.17,0.36,12.8,7,white
2.9,0.039,108.0,0.9924299999999999,3.28,0.5,10.0,5,white
7.8,0.045,209.0,0.9956,3.21,0.42,9.2,6,white
2.3,0.047,189.0,0.995,3.65,0.72,10.1,6,white
5.8,0.04,112.0,0.993,3.04,0.58,11.2,5,white
8.5,0.048,147.0,0.9974,3.32,0.46,9.5,6,white
12.6,0.044000000000000004,118.0,0.99726,3.04,0.56,10.0,7,white
1.5,0.025,117.0,0.9928,3.46,0.51,9.7,6,white
1.4,0.036000000000000004,55.0,0.9909,3.08,0.68,11.5,7,white
13.5,0.039,165.0,0.9982,3.02,0.4,8.7,5,white
1.8,0.096,80.0,0.99016,2.95,0.54,12.6,6,white
1.4,0.045,119.0,0.99556,3.17,0.47,9.4,4,white
1.65,0.025,103.0,0.9902200000000001,3.11,0.45,11.4,5,white
14.3,0.045,213.0,0.9991,3.18,0.63,9.2,5,white
2.3,0.033,82.0,0.9913200000000001,3.1,0.58,11.2,7,white
11.3,0.052000000000000005,165.0,0.997,3.24,0.44,9.5,6,white
8.2,0.044000000000000004,181.0,0.998,2.87,0.68,9.5,6,white
2.7,0.034,111.0,0.99405,3.35,0.64,10.2,4,white
1.4,0.04,149.0,0.9933,3.49,0.58,10.0,6,white
2.3,0.042,85.0,0.9906,3.19,0.56,12.4,6,white
15.4,0.055,198.0,0.9988,3.12,0.49,8.8,5,white
2.5,0.039,137.0,0.98946,3.22,0.38,12.7,6,white
1.5,0.034,84.0,0.9944,3.42,0.6,10.4,5,white
2.1,0.033,111.0,0.98924,2.97,0.48,12.2,7,white
11.8,0.094,97.0,0.997,3.09,0.44,9.6,5,white
8.1,0.037000000000000005,166.0,0.9966,2.9,0.41,8.9,6,white
7.7,0.05,220.0,0.9964,3.12,0.45,8.8,5,white
8.0,0.053,196.0,0.9959,3.23,0.48,9.1,6,white
12.15,0.033,116.0,0.9959,2.99,0.39,10.8,6,white
1.1,0.042,132.0,0.99059,3.18,0.74,11.3,7,white
14.9,0.032,181.0,0.9983,3.18,0.61,9.3,7,white
3.5,0.039,152.0,0.9907,3.44,0.44,12.0,6,white
5.1,0.039,139.0,0.99165,3.16,0.44,11.3,6,white
1.8,0.037000000000000005,150.0,0.9913,3.05,0.44,11.8,7,white
2.6,0.040999999999999995,99.0,0.9915299999999999,3.18,0.5,10.9,6,white
11.3,0.046,221.0,0.9984,3.01,0.43,9.2,5,white
1.8,0.036000000000000004,96.0,0.9925,3.32,0.4,10.8,6,white
1.6,0.032,106.0,0.993,3.15,0.4,10.4,4,white
7.3,0.046,206.0,0.9956,3.24,0.43,9.2,6,white
12.15,0.033,116.0,0.9959,2.99,0.39,10.8,6,white
1.0,0.032,104.0,0.98988,3.16,0.37,11.7,7,white
1.5,0.04,105.0,0.9891399999999999,3.13,0.3,12.4,6,white
4.2,0.047,144.0,0.991,3.01,0.76,12.3,6,white
1.2,0.055,150.0,0.9917,3.23,0.47,11.2,6,white
1.1,0.054000000000000006,136.0,0.99366,3.08,0.55,9.5,5,white
3.85,0.042,179.0,0.9918899999999999,3.04,0.59,11.3,8,white
13.2,0.055999999999999994,105.0,0.9972,3.05,0.39,9.2,5,white
14.9,0.06,162.0,0.9983,3.13,0.45,9.0,4,white
7.75,0.032,114.0,0.9915799999999999,3.12,0.64,12.8,7,white
9.8,0.040999999999999995,109.0,0.9956,3.29,0.47,10.1,6,white
5.3,0.11699999999999999,181.0,0.99459,3.24,0.43,9.5,6,white
2.9,0.034,121.0,0.99008,3.19,0.4,12.8,6,white
1.1,0.05,169.0,0.9927,3.15,0.78,9.5,6,white
1.6,0.019,68.0,0.9906,3.33,0.51,11.4,7,white
9.7,0.035,143.0,0.9965,3.08,0.49,9.8,6,white
1.4,0.039,177.0,0.9927,3.32,0.62,10.8,5,white
1.3,0.048,72.0,0.9944,3.08,0.61,10.3,4,white
